epoch,loss,err
0.016666666666666666,1.442949652671814,1.0
0.03333333333333333,1.1274794340133667,1.0
0.05,0.915441632270813,1.0
0.06666666666666667,0.7549377679824829,1.0
0.08333333333333333,0.6182302832603455,1.0
0.1,0.5027773976325989,1.0
0.11666666666666667,0.41624823212623596,1.0
0.13333333333333333,0.3477269411087036,1.0
0.15,0.30750685930252075,1.0
0.16666666666666666,0.2534705698490143,1.0
0.18333333333333332,0.23019711673259735,1.0
0.2,0.20016787946224213,1.0
0.21666666666666667,0.18966814875602722,1.0
0.23333333333333334,0.17205576598644257,1.0
0.25,0.16164152324199677,0.9933333333333333
0.26666666666666666,0.15005630254745483,0.98
0.2833333333333333,0.143342524766922,0.9933333333333333
0.3,0.13907435536384583,1.0
0.31666666666666665,0.13692879676818848,0.9933333333333333
0.3333333333333333,0.13426512479782104,0.9933333333333333
0.35,0.12439613789319992,0.9866666666666667
0.36666666666666664,0.12238942831754684,0.98
0.38333333333333336,0.12070104479789734,0.9866666666666667
0.4,0.11950445175170898,0.9933333333333333
0.4166666666666667,0.11775367707014084,0.9733333333333334
0.43333333333333335,0.1139528676867485,0.9666666666666667
0.45,0.11548440903425217,0.98
0.4666666666666667,0.11158302426338196,0.9666666666666667
0.48333333333333334,0.10807851701974869,0.9466666666666667
0.5,0.1103067696094513,0.9533333333333334
0.5166666666666667,0.10957798361778259,0.9333333333333333
0.5333333333333333,0.10842903703451157,0.9333333333333333
0.55,0.103120818734169,0.9
0.5666666666666667,0.10420897603034973,0.9066666666666666
0.5833333333333334,0.09772409498691559,0.8866666666666667
0.6,0.10202481597661972,0.9066666666666666
0.6166666666666667,0.09511128067970276,0.8533333333333334
0.6333333333333333,0.09659671038389206,0.88
0.65,0.09796731919050217,0.8933333333333333
0.6666666666666666,0.09279963374137878,0.7933333333333333
0.6833333333333333,0.08975977450609207,0.78
0.7,0.08856455981731415,0.78
0.7166666666666667,0.08632952719926834,0.7066666666666667
