epoch,loss,err
0.016666666666666666,0.18529532849788666,1.0
0.03333333333333333,0.19968964159488678,1.0
0.05,0.18351732194423676,1.0
0.06666666666666667,0.1754622459411621,1.0
0.08333333333333333,0.1692100614309311,1.0
0.1,0.16359923779964447,1.0
0.11666666666666667,0.15896248817443848,1.0
0.13333333333333333,0.15894563496112823,1.0
0.15,0.15750963985919952,1.0
0.16666666666666666,0.15193727612495422,1.0
0.18333333333333332,0.1471385806798935,1.0
0.2,0.14562998712062836,1.0
0.21666666666666667,0.14189301431179047,1.0
0.23333333333333334,0.1379465013742447,1.0
0.25,0.1358867734670639,0.9933333333333333
0.26666666666666666,0.13553519546985626,1.0
0.2833333333333333,0.12827494740486145,1.0
0.3,0.12394534051418304,0.9933333333333333
0.31666666666666665,0.12687546014785767,0.9866666666666667
0.3333333333333333,0.12403959035873413,0.98
0.35,0.12047532945871353,0.9933333333333333
0.36666666666666664,0.11819076538085938,1.0
0.38333333333333336,0.11632876098155975,1.0
0.4,0.11289709806442261,0.9866666666666667
0.4166666666666667,0.1072598546743393,0.9866666666666667
0.43333333333333335,0.10812559723854065,0.9866666666666667
0.45,0.10574942827224731,0.98
0.4666666666666667,0.10188884288072586,0.9666666666666667
0.48333333333333334,0.10161792486906052,0.9733333333333334
0.5,0.10201847553253174,0.96
0.5166666666666667,0.09989440441131592,0.96
0.5333333333333333,0.09780492633581161,0.96
0.55,0.09316637367010117,0.96
0.5666666666666667,0.09467408061027527,0.9733333333333334
0.5833333333333334,0.08894187957048416,0.9666666666666667
0.6,0.08970829844474792,0.9333333333333333
0.6166666666666667,0.095716692507267,0.9466666666666667
0.6333333333333333,0.08919816464185715,0.94
0.65,0.08283154666423798,0.8866666666666667
0.6666666666666666,0.08053703606128693,0.9333333333333333
0.6833333333333333,0.08231452107429504,0.9
0.7,0.07733496278524399,0.8733333333333333
0.7166666666666667,0.07442258298397064,0.8466666666666667
0.7333333333333333,0.07695460319519043,0.8666666666666667
0.75,0.07337933778762817,0.84
0.7666666666666667,0.07379674166440964,0.84
0.7833333333333333,0.06891286373138428,0.8466666666666667
0.8,0.07273942232131958,0.8133333333333334
0.8166666666666667,0.07222028076648712,0.8066666666666666
0.8333333333333334,0.07098271697759628,0.8266666666666667
0.85,0.06756670773029327,0.82
0.8666666666666667,0.06619352102279663,0.7466666666666667
0.8833333333333333,0.0633864775300026,0.6933333333333334
0.9,0.06152995675802231,0.6933333333333334
0.9166666666666666,0.0616205595433712,0.7133333333333334
0.9333333333333333,0.06010060757398605,0.7133333333333334
0.95,0.06137000396847725,0.72
0.9666666666666667,0.06079195812344551,0.7533333333333333
0.9833333333333333,0.05545949563384056,0.66
1.0,0.0562407448887825,0.6333333333333333
1.0166666666666666,0.057939402759075165,0.6333333333333333
1.0333333333333334,0.06017790734767914,0.6466666666666666
1.05,0.05333610624074936,0.58
1.0666666666666667,0.052008576691150665,0.5333333333333333
1.0833333333333333,0.050447285175323486,0.5133333333333333
1.1,0.04790626838803291,0.5266666666666666
1.1166666666666667,0.04733701050281525,0.5133333333333333
1.1333333333333333,0.0476880706846714,0.5
1.15,0.04619528353214264,0.4533333333333333
1.1666666666666667,0.04586424678564072,0.4066666666666667
1.1833333333333333,0.04214908555150032,0.37333333333333335
1.2,0.043710820376873016,0.3933333333333333
1.2166666666666668,0.04915175214409828,0.5466666666666666
1.2333333333333334,0.0443359836935997,0.46
1.25,0.03987986966967583,0.35333333333333333
1.2666666666666666,0.04092477634549141,0.38
1.2833333333333332,0.0441100113093853,0.41333333333333333
1.3,0.0463382750749588,0.46
1.3166666666666667,0.042421575635671616,0.44
1.3333333333333333,0.04034646227955818,0.3333333333333333
1.35,0.038172200322151184,0.3933333333333333
1.3666666666666667,0.037010252475738525,0.2866666666666667
